14	6	1.00	2	27	rm	20.606543093383
14	6	1.00	2	46	add	22.662422402652
14	6	0.28	0	25	rm	8.841225358986
14	6	0.28	0	48	add	9.732477319030
14	6	0.28	1	37	rm	9.001459304069
14	6	0.28	1	62	add	9.899842999187
14	6	0.28	2	27	rm	8.830721751684
14	6	0.28	2	46	add	9.695273096103
14	7	1.00	0	49	rm	26.386553650673
14	7	1.00	0	80	add	28.935546736617
14	7	1.00	1	37	rm	25.593841478226
14	7	1.00	1	62	add	27.799151544355
14	7	1.00	2	51	rm	26.352184310905
14	7	1.00	2	78	add	28.887221243031
15	5	0.10	0	25	rm	3.464099807240
15	5	0.10	0	48	add	3.883161548677
15	5	0.10	1	17	rm	3.403006589236
15	5	0.10	1	34	add	3.828074808620
15	5	0.10	2	27	rm	3.461399414381
15	5	0.10	2	46	add	3.877117182955
15	5	1.00	0	25	rm	16.784820831604
15	5	1.00	0	48	add	18.829595017216
15	5	1.00	1	17	rm	16.115096873698
15	5	1.00	1	34	add	18.145784429190
15	5	1.00	2	27	rm	16.754283315287
15	5	1.00	2	46	add	18.801624325047
15	5	0.28	0	25	rm	6.870823322395
15	5	0.28	0	48	add	7.646354845714
15	5	0.28	1	17	rm	6.704631721612
15	5	0.28	1	34	add	7.486631176898
15	5	0.28	2	27	rm	6.863968088780
15	5	0.28	2	46	add	7.636111620920

15	6	1.00	0	25	rm	20.596269382574
15	6	1.00	0	48	add	22.601116543333
15	6	1.00	1	37	rm	21.236799420657
15	6	1.00	1	62	add	23.355825771361
15	6	1.00	2	27	rm	20.570929752828
15	6	1.00	2	46	add	22.553862710880
15	6	0.28	0	25	rm	8.725460123765
15	6	0.28	0	48	add	9.563196899647
15	6	0.28	1	37	rm	8.919287263385
15	6	0.28	1	62	add	9.830786555917
15	6	0.28	2	27	rm	8.717229891142
15	6	0.28	2	46	add	9.533306384373
15	7	1.00	0	49	rm	26.083400983554
15	7	1.00	0	80	add	28.295156546884
15	7	1.00	1	37	rm	25.447395666284
15	7	1.00	1	62	add	27.617375525583
15	7	1.00	2	51	rm	26.048950271918
15	7	1.00	2	78	add	28.256654221376
15	7	0.28	0	49	rm	11.326834649305
15	7	0.28	0	80	add	12.275635722993
15	7	0.28	1	37	rm	11.131901063199
15	7	0.28	1	62	add	12.086763932892
15	7	0.28	2	51	rm	11.301780296183
15	7	0.28	2	78	add	12.255860064196
16	5	0.10	0	25	rm	3.418062575646
16	5	0.10	0	48	add	3.874946171834
16	5	0.10	1	17	rm	3.354843618922
16	5	0.10	1	34	add	3.782206226261
16	5	0.10	2	27	rm	3.421094942917
16	5	0.10	2	46	add	3.863536834279
16	5	1.00	0	25	rm	16.782114002605
16	5	1.00	0	48	add	18.829777659980
16	5	1.00	1	17	rm	16.112364883736
16	5	1.00	1	34	add	18.145096341353
16	5	1.00	2	27	rm	16.751471960885
16	5	1.00	2	46	add	18.801897794374
16	5	0.28	0	25	rm	6.859182027165
16	5	0.28	0	48	add	7.639596463360
16	5	0.28	1	17	rm	6.692968123620
16	5	0.28	1	34	add	7.447339240321
16	5	0.28	2	27	rm	6.853179924707
16	5	0.28	2	46	add	7.629192505754
16	6	0.10	0	25	rm	4.495488697715
16	6	0.10	0	48	add	4.952659834665
16	6	0.10	1	37	rm	4.556857778956
16	6	0.10	1	62	add	5.009882944891
16	6	0.10	2	27	rm	4.490996830654
16	6	0.10	2	46	add	4.936335249769
16	6	1.00	0	25	rm	20.569846016639
16	6	1.00	0	48	add	22.580629229789
16	6	1.00	1	37	rm	21.206258683528
16	6	1.00	1	62	add	23.220366851522
16	6	1.00	2	27	rm	20.545257160025
16	6	1.00	2	46	add	22.535949089429

16	6	0.28	0	25	rm	8.662506630080
16	6	0.28	0	48	add	9.484466282271
16	6	0.28	1	37	rm	8.823322709454
16	6	0.28	1	62	add	9.644193927825
16	6	0.28	2	27	rm	8.653923274760
16	6	0.28	2	46	add	9.461156294557
16	7	1.00	0	49	rm	26.004091968634
16	7	1.00	0	80	add	28.238406048150
16	7	1.00	1	37	rm	25.333643284509
16	7	1.00	1	62	add	27.359783576431
16	7	1.00	2	51	rm	25.976625162669
16	7	1.00	2	78	add	28.203463671108

17	5	1.00	0	25	rm	16.779982710464
17	5	1.00	0	48	add	18.829328967401
17	5	1.00	1	17	rm	16.110246356316
17	5	1.00	1	34	add	18.145289288116
17	5	1.00	2	27	rm	16.749343674178
17	5	1.00	2	46	add	18.801735550900
17	5	0.28	0	25	rm	6.849582969573
17	5	0.28	0	48	add	7.593832816216
17	5	0.28	1	17	rm	6.684315097536
17	5	0.28	1	34	add	7.437930074996
17	5	0.28	2	27	rm	6.843739572782
17	5	0.28	2	46	add	7.585891737648
17	6	1.00	0	25	rm	20.564434019149
17	6	1.00	0	48	add	22.560272907278
17	6	1.00	1	37	rm	21.200665113779
17	6	1.00	1	62	add	23.219055431344
17	6	1.00	2	27	rm	20.539825385710
17	6	1.00	2	46	add	22.517242512150
17	6	0.28	0	25	rm	8.607117889435
17	6	0.28	0	48	add	9.395305636395
17	6	0.28	1	37	rm	8.779406120194
17	6	0.28	1	62	add	9.612419062727
17	6	0.28	2	27	rm	8.600478184888
17	6	0.28	2	46	add	9.374031276269
17	7	1.00	0	49	rm	25.895593620259
17	7	1.00	0	80	add	27.937264873990
17	7	1.00	1	37	rm	25.268960187952
17	7	1.00	1	62	add	27.294931964062
17	7	1.00	2	51	rm	25.874605001584
17	7	1.00	2	78	add	27.912997360718

17	7	0.28	0	49	rm	10.986090982729
17	7	0.28	0	80	add	11.868747686013
17	7	0.28	1	37	rm	10.820967303328
17	7	0.28	1	62	add	11.699328551005
17	7	0.28	2	51	rm	10.974514166658
17	7	0.28	2	78	add	11.858052033192
18	5	1.00	0	25	rm	16.778330944850
18	5	1.00	0	48	add	18.829438150786
18	5	1.00	1	17	rm	16.108561201379
18	5	1.00	1	34	add	18.145350342239
18	5	1.00	2	27	rm	16.747638211434
18	5	1.00	2	46	add	18.801854212308
18	5	0.28	0	25	rm	6.847843546789
18	5	0.28	0	48	add	7.592827208345
18	5	0.28	1	17	rm	6.682687474404
18	5	0.28	1	34	add	7.428709719144
18	5	0.28	2	27	rm	6.842035435116
18	5	0.28	2	46	add	7.584855857799

18	6	1.00	0	25	rm	20.560446326972
18	6	1.00	0	48	add	22.559071038526
18	6	1.00	1	37	rm	21.196371189182
18	6	1.00	1	62	add	23.198265534761
18	6	1.00	2	27	rm	20.535731083884
18	6	1.00	2	46	add	22.515705896397
18	6	0.28	0	25	rm	8.573955341379
18	6	0.28	0	48	add	9.360594448878
18	6	0.28	1	37	rm	8.732073991086
18	6	0.28	1	62	add	9.506406980468
18	6	0.28	2	27	rm	8.567191215502
18	6	0.28	2	46	add	9.340183836132
18	7	1.00	0	49	rm	25.873519796904
18	7	1.00	0	80	add	27.925001771211
18	7	1.00	1	37	rm	25.239915514608
18	7	1.00	1	62	add	27.206497559857
18	7	1.00	2	51	rm	25.851870221695
18	7	1.00	2	78	add	27.900150906150
18	7	0.28	0	49	rm	10.900945089736
18	7	0.28	0	80	add	11.798349572747
18	7	0.28	1	37	rm	10.704589628556
18	7	0.28	1	62	add	11.540242246001
18	7	0.28	2	51	rm	10.894008157492
18	7	0.28	2	78	add	11.786305673523

19	5	1.00	0	25	rm	16.776987401807
19	5	1.00	0	48	add	18.829443146143
19	5	1.00	1	17	rm	16.107186924643
19	5	1.00	1	34	add	18.145443148349
19	5	1.00	2	27	rm	16.746264698281
19	5	1.00	2	46	add	18.801918305161
19	5	0.28	0	25	rm	6.846716616161
19	5	0.28	0	48	add	7.582422345311
19	5	0.28	1	17	rm	6.681414909573
19	5	0.28	1	34	add	7.427662477321
19	5	0.28	2	27	rm	6.840854754171
19	5	0.28	2	46	add	7.575414637205

19	6	1.00	0	25	rm	20.558155291778
19	6	1.00	0	48	add	22.558432196947
19	6	1.00	1	37	rm	21.194088179016
19	6	1.00	1	62	add	23.198363961270
19	6	1.00	2	27	rm	20.533386156315
19	6	1.00	2	46	add	22.515202783112
19	6	0.28	0	25	rm	8.555657542351
19	6	0.28	0	48	add	9.314542615892
19	6	0.28	1	37	rm	8.715403312554
19	6	0.28	1	62	add	9.495986591117
19	6	0.28	2	27	rm	8.549680899578
19	6	0.28	2	46	add	9.296257336200
19	7	1.00	0	49	rm	25.850051525637
19	7	1.00	0	80	add	27.822951325990
19	7	1.00	1	37	rm	25.219731764741
19	7	1.00	1	62	add	27.190936045721
19	7	1.00	2	51	rm	25.827220131906
19	7	1.00	2	78	add	27.802356065403

20	5	1.00	0	25	rm	16.775888075102
20	5	1.00	0	48	add	18.829486153617
20	5	1.00	1	17	rm	16.106039433568
20	5	1.00	1	34	add	18.145486247456
20	5	1.00	2	27	rm	16.745134299436
20	5	1.00	2	46	add	18.801963866214
20	5	0.28	0	25	rm	6.846252037413
20	5	0.28	0	48	add	7.582318168208
20	5	0.28	1	17	rm	6.680935335036
20	5	0.28	1	34	add	7.426877810472
20	5	0.28	2	27	rm	6.840375579423
20	5	0.28	2	46	add	7.575323612499
20	6	1.00	0	25	rm	20.556321572838
20	6	1.00	0	48	add	22.558560031280
20	6	1.00	1	37	rm	21.192265295340
20	6	1.00	1	62	add	23.198043211829
20	6	1.00	2	27	rm	20.531517730304
20	6	1.00	2	46	add	22.515227023188

20	7	1.00	0	49	rm	25.845204748840
20	7	1.00	0	80	add	27.821598918239
20	7	1.00	1	37	rm	25.215095615597
20	7	1.00	1	62	add	27.175187048948
20	7	1.00	2	51	rm	25.822562795068
20	7	1.00	2	78	add	27.801218114156
