25	0	14	0.16	-0.0149644
25	0	38	0.16	-0.0062424
25	0	54	0.16	-0.00887164
25	0	66	0.16	-0.00208216
25	0	114	0.16	0.00255108
25	0	162	0.16	-0.00383621
25	0	186	0.16	-0.00141301
25	0	186	0.16	-0.00141301
25	0	294	0.16	0.000468097
25	0	342	0.16	-0.000690127
25	0	358	0.16	-0.000591939
25	0	406	0.16	9.86694e-05
25	0	502	0.16	-0.00110143
25	0	514	0.16	-0.000785146
25	0	610	0.16	0.000622223
25	0	682	0.16	0.000349159
25	0	730	0.16	0.000165378
25	0	14	0.16	-0.0322122
25	0	38	0.16	-0.00660756
25	0	54	0.16	-0.00421384
25	0	66	0.16	-0.00274774
25	0	114	0.16	-0.00139964
25	0	162	0.16	-0.000825987
25	0	186	0.16	-0.000697376
25	0	246	0.16	-0.000508514
25	0	294	0.16	-0.000433362
25	0	342	0.16	-0.000258622
25	0	358	0.16	-0.000263565
25	0	406	0.16	-0.000254734
25	0	502	0.16	-0.000177358
25	0	514	0.16	-0.00017315
25	0	610	0.16	-0.000139152
25	0	682	0.16	-0.000135861
25	0	730	0.16	-0.000120441
