25	0	14	0.16	0.0144462
25	0	38	0.16	0.0396274
25	0	54	0.16	0.0375859
25	0	66	0.16	0.00502418
25	0	114	0.16	0.0157377
25	0	162	0.16	0.0232302
25	0	186	0.16	0.00632655
25	0	246	0.16	0.00793508
25	0	294	0.16	0.00273753
25	0	342	0.16	0.00363853
25	0	358	0.16	0.003615
25	0	406	0.16	0.000605242
25	0	502	0.16	0.00612241
25	0	514	0.16	0.00447171
25	0	610	0.16	0.00407757
25	0	682	0.16	0.00231324
25	0	730	0.16	0.000834059
25	0	14	0.16	-0.0107804
25	0	38	0.16	-0.00289898
25	0	54	0.16	-0.00234508
25	0	66	0.16	-0.00270274
25	0	114	0.16	-0.000927544
25	0	162	0.16	-0.000341369
25	0	186	0.16	-0.000461202
25	0	246	0.16	-0.000322129
25	0	294	0.16	-0.000192179
25	0	342	0.16	-0.000250618
25	0	358	0.16	-0.000288482
25	0	406	0.16	-0.000138115
25	0	502	0.16	-0.000131814
25	0	514	0.16	-0.000132674
25	0	610	0.16	-6.02537e-05
25	0	682	0.16	-5.02182e-05
25	0	730	0.16	-9.27598e-05
